baseline_vs_shielded,baseline_vs_masked,baseline_vs_proj,baseline_violations,shielded_violations,masked_violations,proj_violations,batch_idx
0.9999984502792358,0.9999983906745911,0.8982535600662231,3,0,0,0,61
0.9999990463256836,0.9999991059303284,0.8941197991371155,3,0,0,0,62
0.9999985694885254,0.9999985694885254,0.9411414265632629,3,0,0,0,63
0.9999961256980896,0.9999960064888,0.9261038899421692,3,0,0,0,64
1.0,0.9999999403953552,0.7472541332244873,3,0,0,0,65
0.9999970197677612,0.9999970197677612,0.9494761824607849,3,0,0,0,66
0.9999979138374329,0.9999979138374329,0.9607778787612915,3,0,0,0,67
0.9999969005584717,0.9999967813491821,0.9731114506721497,3,0,0,0,68
0.9999963045120239,0.9999963045120239,0.9224739670753479,3,0,0,0,69
0.9999978542327881,0.9999977350234985,0.9540369510650635,3,0,0,0,70
0.9999986290931702,0.9999986886978149,0.8854454755783081,3,0,0,0,71
0.9999960660934448,0.9999961256980896,0.8960806131362915,3,0,0,0,72
0.9999978542327881,0.9999979138374329,0.9712657928466797,3,0,0,0,73
0.9999960660934448,0.9999960064888,0.9452131986618042,3,0,0,0,74
0.9999987483024597,0.9999987483024597,0.9869931936264038,3,0,0,0,75
0.9999980330467224,0.9999979734420776,0.8951418399810791,3,0,0,0,76
0.9999980926513672,0.9999979734420776,0.939721405506134,3,0,0,0,77
0.9999976754188538,0.9999977350234985,0.9416961669921875,3,0,0,0,78
0.9999964833259583,0.9999964237213135,0.9362443089485168,3,0,0,0,79
0.999997079372406,0.999997079372406,0.9424837827682495,3,0,0,0,80
0.9999970197677612,0.9999971389770508,0.930755615234375,3,0,0,0,81
0.9999970197677612,0.9999969005584717,0.903355598449707,3,0,0,0,82
0.9999973177909851,0.9999973177909851,0.953339159488678,3,0,0,0,83
0.999998152256012,0.9999982118606567,0.9231403470039368,3,0,0,0,84
0.9999977946281433,0.9999978542327881,0.9792006015777588,3,0,0,0,85
0.9999980926513672,0.999998152256012,0.9543849229812622,3,0,0,0,86
0.9999956488609314,0.9999955296516418,0.9486690759658813,3,0,0,0,87
0.9999979734420776,0.9999979734420776,0.9513788223266602,3,0,0,0,88
0.9999971389770508,0.9999972581863403,0.9496036171913147,3,0,0,0,89
0.9999972581863403,0.9999972581863403,0.9736016392707825,3,0,0,0,90
0.9999977350234985,0.9999977350234985,0.9107414484024048,3,0,0,0,91
0.9999985694885254,0.9999986290931702,0.9409266710281372,3,0,0,0,92
0.9999945759773254,0.9999945163726807,0.9345189332962036,3,0,0,0,93
0.9999976754188538,0.999997615814209,0.914797306060791,3,0,0,0,94
0.9999964833259583,0.999996542930603,0.9078444838523865,3,0,0,0,95
0.9999979734420776,0.9999979734420776,0.9496403932571411,3,0,0,0,96
0.9999970197677612,0.9999970197677612,0.9598936438560486,3,0,0,0,97
0.9999973773956299,0.9999973773956299,0.9474656581878662,3,0,0,0,98
0.9999978542327881,0.9999978542327881,0.9641329050064087,3,0,0,0,99
